cgpa,tenth_percentage,twelfth_percentage,backlogs,internships,num_technical_skills,num_soft_skills,num_projects,num_certifications,experience_years,num_programming_languages,department,gender,college_tier,placed
8.6,67.9,53.1,0,0,13,7,4,4,1.2,8,Electronics,Male,Tier-1,1
8.35,76.3,63.0,0,0,9,2,6,6,0.8,5,Computer Science,Female,Tier-1,1
8.51,67.1,94.7,0,0,1,9,7,0,2.2,3,Information Technology,Male,Tier-2,1
7.75,56.9,97.7,0,0,10,6,2,5,0.4,6,Computer Science,Male,Tier-3,1
8.74,84.5,99.0,0,0,13,3,7,0,0.1,2,Electrical,Female,Tier-2,1
8.3,70.0,80.2,0,0,6,4,8,1,0.5,4,Computer Science,Female,Tier-3,0
8.86,57.2,60.8,0,0,6,6,2,4,2.1,2,Civil,Male,Tier-3,0
8.13,84.7,92.4,0,1,1,1,1,1,0.1,6,Information Technology,Male,Tier-1,1
9.68,75.0,71.6,0,0,2,3,1,6,1.4,7,Computer Science,Male,Tier-3,0
8.92,83.4,66.1,0,1,11,6,4,3,1.7,8,Computer Science,Male,Tier-1,1
7.53,83.0,79.4,0,0,15,2,0,4,0.6,7,Information Technology,Female,Tier-2,1
9.54,64.9,99.0,0,2,8,3,5,3,0.2,5,Computer Science,Male,Tier-1,1
8.41,89.2,73.6,0,0,6,9,6,1,0.4,5,Information Technology,Female,Tier-3,0
8.75,56.0,75.2,1,0,13,7,4,3,0.5,7,Computer Science,Male,Tier-2,1
8.53,73.2,55.1,0,1,1,2,7,3,2.7,7,Computer Science,Female,Tier-3,1
8.76,72.4,76.4,0,2,10,8,5,2,0.3,4,Information Technology,Male,Tier-1,1
9.6,68.7,83.7,0,0,13,4,0,2,3.6,4,Electronics,Female,Tier-2,1
8.57,92.7,73.9,0,0,10,1,8,1,0.1,6,Information Technology,Male,Tier-3,1
9.63,81.6,74.8,0,3,11,7,4,1,3.7,6,Computer Science,Male,Tier-3,1
9.06,61.1,77.9,0,0,6,9,4,0,0.3,5,Computer Science,Female,Tier-3,1
9.52,62.8,61.4,0,0,10,7,0,5,0.2,5,Electrical,Female,Tier-1,1
8.65,99.0,45.4,0,2,15,0,4,3,0.1,1,Electronics,Male,Tier-2,1
8.22,72.3,73.7,0,2,7,8,2,6,0.4,4,Civil,Female,Tier-3,0
8.14,68.4,72.1,0,0,2,1,2,5,1.0,4,Computer Science,Male,Tier-1,1
8.41,91.9,82.4,0,3,11,3,7,0,1.1,7,Computer Science,Female,Tier-2,1
9.29,56.7,99.0,0,1,4,5,8,0,0.5,5,Civil,Female,Tier-1,1
7.95,94.6,91.8,0,0,7,8,5,4,0.3,8,Information Technology,Female,Tier-3,1
8.35,68.4,48.3,0,1,13,0,2,0,5.0,7,Information Technology,Male,Tier-3,1
8.83,84.2,99.0,2,1,11,8,7,0,0.3,3,Computer Science,Male,Tier-2,1
8.78,72.3,83.6,2,1,15,7,2,3,0.5,8,Computer Science,Female,Tier-2,1
8.79,59.1,71.6,0,4,6,6,6,0,0.7,1,Civil,Female,Tier-3,0
8.8,80.1,94.2,1,0,11,1,1,3,1.3,3,Computer Science,Male,Tier-1,1
8.02,89.4,41.8,0,1,8,6,5,5,0.2,7,Electronics,Male,Tier-3,1
9.89,49.8,67.9,0,1,14,1,7,3,0.3,5,Information Technology,Female,Tier-1,1
8.32,64.1,77.6,0,0,13,8,2,0,5.0,1,Information Technology,Female,Tier-2,1
8.67,92.9,75.9,0,1,6,3,8,3,1.7,1,Civil,Male,Tier-2,0
8.32,82.8,94.7,1,1,2,1,8,1,0.6,5,Electrical,Female,Tier-1,1
9.05,83.6,90.3,1,2,1,4,2,1,0.1,6,Computer Science,Male,Tier-1,1
9.68,89.2,83.9,0,2,5,8,2,3,2.0,8,Computer Science,Male,Tier-2,1
8.72,83.6,71.4,1,1,11,3,4,6,1.5,8,Information Technology,Female,Tier-2,1
9.88,79.8,87.5,0,0,10,4,8,5,0.9,2,Electronics,Male,Tier-3,1
9.29,91.4,67.2,0,1,14,7,0,5,0.5,2,Computer Science,Male,Tier-3,1
8.19,73.3,85.0,0,0,12,2,0,1,2.7,4,Electronics,Female,Tier-2,1
8.87,77.8,65.5,0,0,10,5,0,4,0.4,5,Chemical,Female,Tier-3,0
9.53,87.9,78.8,0,1,9,0,3,5,0.4,6,Information Technology,Male,Tier-2,1
8.16,68.8,56.1,4,1,2,2,6,2,2.1,5,Electrical,Male,Tier-2,0
9.14,95.1,88.5,0,1,7,7,1,1,1.0,6,Civil,Female,Tier-1,1
7.51,81.5,69.2,0,3,9,9,2,0,3.0,3,Electronics,Male,Tier-2,0
8.03,64.2,57.2,0,0,4,9,3,1,1.0,5,Mechanical,Male,Tier-2,0
9.03,75.7,62.5,0,0,4,5,0,4,0.0,2,Computer Science,Male,Tier-2,1
7.74,61.4,71.0,0,1,10,9,1,4,0.2,6,Computer Science,Female,Tier-2,1
6.84,79.0,63.1,0,1,5,3,1,4,0.3,5,Computer Science,Male,Tier-3,0
8.78,73.5,84.4,0,0,13,7,5,5,2.0,3,Computer Science,Female,Tier-2,1
9.17,67.6,71.4,1,0,13,2,3,5,1.8,4,Mechanical,Male,Tier-1,1
9.01,56.6,87.2,0,0,14,1,6,1,1.6,6,Electrical,Male,Tier-1,1
9.39,68.5,71.3,0,2,6,9,7,6,0.8,1,Chemical,Female,Tier-2,1
9.08,75.8,84.3,0,2,12,7,1,2,0.1,6,Electronics,Female,Tier-2,1
7.88,73.5,75.1,0,0,7,3,1,0,0.1,4,Computer Science,Female,Tier-2,0
9.68,61.0,71.6,0,0,9,8,4,2,0.1,3,Computer Science,Male,Tier-2,1
9.67,78.3,61.5,0,0,6,10,3,5,1.9,5,Chemical,Female,Tier-2,0
8.06,66.2,75.9,0,0,14,2,1,5,0.2,8,Civil,Male,Tier-1,1
9.8,89.1,84.6,0,0,3,8,8,1,1.7,2,Electronics,Female,Tier-1,1
7.79,90.8,66.1,0,0,2,9,8,2,1.9,8,Computer Science,Male,Tier-2,1
8.67,74.9,74.8,1,1,6,5,3,3,0.1,8,Electronics,Female,Tier-3,1
7.97,96.9,67.8,0,0,14,4,1,0,2.3,8,Civil,Male,Tier-3,0
7.94,76.3,99.0,0,1,9,1,2,3,2.3,6,Electronics,Male,Tier-2,1
9.17,62.4,79.1,0,0,3,10,7,3,1.0,5,Chemical,Female,Tier-2,0
6.79,92.2,76.2,1,2,4,5,7,2,0.7,8,Computer Science,Male,Tier-2,1
8.05,97.4,68.7,0,3,3,3,6,3,1.0,7,Chemical,Male,Tier-1,1
9.71,89.9,86.5,0,1,7,4,3,0,0.5,6,Electronics,Female,Tier-3,0
8.03,68.8,75.0,0,0,4,10,0,3,0.9,7,Electronics,Male,Tier-1,1
9.17,63.2,74.2,0,0,12,5,8,1,3.5,1,Information Technology,Male,Tier-3,1
8.95,73.8,74.0,0,0,14,6,6,0,0.1,2,Computer Science,Male,Tier-2,1
9.32,99.0,60.6,0,0,6,3,0,6,0.3,4,Civil,Male,Tier-3,0
8.36,63.9,94.4,1,1,6,10,4,6,0.7,6,Information Technology,Male,Tier-2,1
9.47,87.8,87.0,3,1,9,7,2,6,0.3,3,Information Technology,Male,Tier-3,1
9.15,76.9,75.1,0,0,5,4,1,1,4.9,4,Electronics,Male,Tier-3,0
9.41,89.3,73.7,0,1,7,6,2,1,1.3,7,Computer Science,Male,Tier-3,1
8.76,62.9,63.5,0,0,13,5,5,6,0.6,7,Computer Science,Female,Tier-1,1
8.59,75.0,55.8,0,0,1,10,6,5,2.3,1,Computer Science,Male,Tier-1,1
9.07,67.2,63.5,0,1,8,10,8,6,0.2,7,Mechanical,Female,Tier-3,0
9.6,67.9,89.9,0,0,2,4,6,4,0.3,6,Computer Science,Male,Tier-2,1
8.22,86.8,70.0,0,1,4,6,0,4,3.1,1,Electronics,Female,Tier-3,0
9.1,64.6,89.1,0,3,10,10,6,1,0.8,5,Computer Science,Male,Tier-2,1
7.85,81.5,74.6,0,2,7,3,0,5,2.5,8,Information Technology,Male,Tier-3,1
7.61,78.7,63.7,2,0,12,6,7,3,4.1,5,Computer Science,Male,Tier-3,0
9.78,66.6,65.5,4,1,6,2,1,1,0.4,6,Information Technology,Male,Tier-2,1
9.48,69.1,78.2,0,1,4,7,1,1,0.9,7,Computer Science,Female,Tier-3,1
9.3,82.0,53.9,0,4,8,9,0,4,1.9,5,Electronics,Male,Tier-1,1
9.31,77.7,65.0,0,3,14,3,8,2,0.3,1,Civil,Male,Tier-3,0
9.43,78.5,69.1,0,0,13,3,7,2,0.6,2,Electrical,Male,Tier-3,0
8.08,75.2,85.7,1,2,15,0,8,5,0.2,6,Electrical,Female,Tier-2,1
8.07,74.4,78.7,0,0,13,7,7,6,1.1,4,Computer Science,Female,Tier-2,1
9.52,77.7,77.4,0,0,12,4,3,5,0.0,4,Electronics,Female,Tier-2,1
7.16,95.3,81.0,0,0,7,8,8,2,0.6,8,Computer Science,Female,Tier-1,1
9.02,84.3,88.4,0,0,15,2,7,1,2.6,3,Information Technology,Female,Tier-2,1
9.9,76.4,75.7,0,2,6,4,0,1,2.3,3,Computer Science,Female,Tier-1,1
8.8,65.0,61.6,0,0,5,3,4,6,1.6,8,Computer Science,Male,Tier-2,1
8.49,73.0,77.4,0,2,5,10,8,3,0.2,7,Electrical,Male,Tier-2,1
9.67,67.0,64.1,0,4,14,6,7,5,0.7,2,Civil,Male,Tier-3,0
9.8,68.4,48.1,0,2,11,9,0,6,1.3,5,Electronics,Male,Tier-1,1
6.33,55.6,77.5,0,0,15,4,5,4,0.1,5,Information Technology,Male,Tier-2,1
8.57,77.9,81.7,0,1,7,1,5,5,0.2,2,Information Technology,Male,Tier-2,1
9.66,99.0,79.5,0,1,11,5,1,1,0.0,7,Computer Science,Male,Tier-3,1
7.38,80.4,81.6,0,1,6,3,1,0,0.4,4,Chemical,Male,Tier-3,0
7.62,86.7,89.5,0,0,4,5,0,5,2.1,5,Information Technology,Male,Tier-1,1
8.82,89.5,62.4,0,1,7,0,5,0,0.7,4,Computer Science,Female,Tier-2,1
6.93,74.6,70.0,1,1,5,10,8,6,1.9,1,Electronics,Male,Tier-3,0
9.75,75.4,58.3,0,1,7,0,7,4,0.1,6,Mechanical,Female,Tier-2,0
8.04,61.2,80.8,0,3,7,3,4,6,0.1,3,Chemical,Male,Tier-2,0
7.34,80.4,91.0,1,0,11,6,7,0,1.6,5,Mechanical,Male,Tier-3,0
8.58,78.7,67.9,0,0,2,10,1,0,0.7,3,Computer Science,Male,Tier-1,1
8.61,67.7,84.4,0,1,12,6,5,4,0.6,2,Information Technology,Male,Tier-2,1
8.65,91.8,65.0,0,0,4,0,1,5,0.6,6,Information Technology,Male,Tier-2,0
8.67,68.7,83.4,0,0,15,4,7,1,0.5,7,Computer Science,Male,Tier-3,1
8.62,99.0,46.0,0,0,10,5,1,1,2.2,1,Information Technology,Male,Tier-3,0
7.34,82.8,94.8,1,2,4,4,4,3,0.7,5,Civil,Female,Tier-2,0
9.57,77.7,60.8,0,2,13,6,6,1,3.6,5,Information Technology,Female,Tier-3,1
7.77,99.0,77.2,5,0,7,5,6,6,1.9,4,Civil,Female,Tier-3,0
8.21,50.6,93.3,0,0,8,4,3,0,1.3,8,Mechanical,Male,Tier-2,0
8.1,74.6,59.8,0,0,11,4,7,6,1.0,3,Mechanical,Male,Tier-2,0
9.06,72.8,97.9,0,1,1,8,6,0,1.8,7,Information Technology,Male,Tier-2,1
7.98,75.8,99.0,0,1,7,2,4,3,2.1,1,Computer Science,Male,Tier-2,1
9.3,80.7,84.0,0,0,11,8,3,4,0.1,6,Electrical,Female,Tier-1,1
9.19,75.5,75.2,0,1,6,10,1,6,0.4,4,Mechanical,Male,Tier-2,0
9.35,94.8,72.6,1,0,10,1,1,0,1.6,6,Computer Science,Male,Tier-3,1
8.17,83.2,82.5,0,3,1,9,3,1,0.3,1,Computer Science,Female,Tier-3,1
8.48,83.8,84.7,0,2,14,6,7,1,0.9,7,Mechanical,Female,Tier-2,1
7.63,83.5,48.8,1,3,14,5,5,6,1.5,1,Information Technology,Female,Tier-3,1
8.62,62.5,71.3,0,0,8,7,8,6,0.3,2,Computer Science,Male,Tier-2,1
9.56,80.4,67.4,0,1,5,8,1,6,0.5,2,Computer Science,Female,Tier-3,1
8.52,80.8,65.5,0,0,13,5,6,1,2.5,8,Information Technology,Male,Tier-2,1
9.0,64.5,65.8,0,1,7,1,0,0,0.4,4,Mechanical,Female,Tier-3,0
6.95,88.6,58.2,1,0,8,9,1,2,0.9,4,Computer Science,Female,Tier-3,1
9.52,53.6,95.1,2,1,7,3,8,0,0.6,8,Mechanical,Male,Tier-3,0
9.52,99.0,67.4,0,1,11,2,7,0,2.1,6,Computer Science,Male,Tier-2,1
8.17,77.5,73.1,0,1,15,2,8,2,0.6,4,Civil,Male,Tier-1,1
9.61,67.7,70.9,0,2,12,4,6,2,0.4,1,Electrical,Female,Tier-3,0
8.42,85.4,67.9,0,1,14,9,8,1,0.2,5,Electronics,Female,Tier-3,1
9.87,85.5,80.4,0,0,12,0,3,6,0.4,2,Mechanical,Male,Tier-3,0
8.63,99.0,70.9,0,1,10,8,2,1,1.1,6,Information Technology,Female,Tier-2,1
8.53,99.0,82.9,0,3,12,3,3,1,0.2,6,Electrical,Male,Tier-2,1
8.94,62.0,95.4,2,1,13,6,4,0,1.2,6,Information Technology,Male,Tier-1,1
8.54,74.8,60.7,0,1,1,6,3,5,0.0,7,Electronics,Female,Tier-1,1
7.5,67.1,79.2,0,3,6,6,3,4,0.5,5,Information Technology,Male,Tier-2,1
8.77,86.9,78.8,1,1,11,10,6,5,0.6,3,Computer Science,Female,Tier-1,1
8.15,95.0,59.7,0,4,15,4,3,6,0.1,2,Computer Science,Male,Tier-3,1
7.79,62.2,83.4,0,0,11,3,3,3,1.2,6,Electronics,Female,Tier-3,0
8.57,77.2,71.6,0,1,11,3,8,4,0.1,8,Computer Science,Male,Tier-2,1
9.2,70.4,95.5,3,0,12,4,8,2,0.1,3,Information Technology,Male,Tier-3,0
9.92,88.1,88.0,0,1,1,5,4,0,0.5,3,Information Technology,Female,Tier-3,1
8.96,82.9,75.0,0,0,4,9,8,5,1.3,7,Electronics,Female,Tier-3,0
7.64,92.1,72.2,0,0,4,6,1,0,3.3,4,Information Technology,Female,Tier-1,1
9.66,72.9,97.5,0,0,8,4,4,3,1.5,6,Information Technology,Male,Tier-3,0
8.91,76.6,67.5,0,0,6,8,6,6,0.6,1,Information Technology,Female,Tier-2,1
7.26,82.7,78.4,0,0,13,8,7,4,0.3,5,Electrical,Female,Tier-3,1
9.23,74.7,74.2,0,2,14,0,4,2,0.4,7,Computer Science,Male,Tier-1,1
7.89,81.6,90.5,0,0,7,4,8,3,0.3,8,Computer Science,Male,Tier-2,1
9.62,93.2,91.5,0,1,13,1,2,0,0.3,8,Electrical,Female,Tier-2,1
9.16,99.0,82.1,0,0,14,3,7,3,0.1,7,Information Technology,Male,Tier-2,1
7.2,72.1,68.1,0,0,14,10,8,1,0.2,7,Information Technology,Female,Tier-2,0
8.59,99.0,73.0,1,2,12,6,6,4,0.1,6,Information Technology,Male,Tier-2,1
8.77,72.0,59.0,1,2,14,9,4,2,0.0,3,Computer Science,Male,Tier-1,1
9.32,88.4,78.2,0,2,10,5,8,1,0.3,6,Civil,Male,Tier-1,1
7.97,72.1,64.5,0,1,7,6,7,4,0.4,4,Computer Science,Female,Tier-1,1
8.37,65.6,99.0,0,0,7,2,7,1,2.6,1,Mechanical,Female,Tier-2,0
9.19,92.7,67.9,3,0,10,4,5,3,5.0,2,Computer Science,Female,Tier-2,1
9.8,77.4,88.3,1,1,2,5,1,2,0.9,3,Mechanical,Male,Tier-3,0
9.38,93.4,94.9,0,2,6,10,3,5,2.3,6,Chemical,Male,Tier-3,0
9.38,87.0,85.8,2,2,8,5,0,3,1.0,4,Electronics,Female,Tier-3,0
9.31,82.9,68.4,1,0,8,5,4,3,0.7,8,Information Technology,Male,Tier-2,0
8.54,84.6,67.5,1,0,4,8,0,6,0.0,6,Information Technology,Male,Tier-3,0
9.21,91.1,99.0,0,0,7,5,5,4,0.0,6,Information Technology,Male,Tier-2,1
8.43,89.1,99.0,1,1,9,1,7,2,0.0,6,Computer Science,Female,Tier-3,1
9.09,73.1,78.9,1,0,8,8,0,2,0.2,6,Civil,Female,Tier-2,0
8.54,83.1,70.6,0,1,2,3,5,3,0.1,4,Information Technology,Female,Tier-3,1
9.14,96.0,63.7,3,2,13,6,3,6,0.2,4,Mechanical,Male,Tier-3,0
8.48,78.5,66.9,0,1,11,5,8,2,0.7,2,Information Technology,Male,Tier-3,1
7.88,72.1,84.2,0,0,8,8,7,0,0.7,1,Information Technology,Male,Tier-2,1
7.93,70.5,99.0,0,0,3,9,3,6,0.4,8,Electrical,Male,Tier-3,1
7.06,88.2,73.5,0,1,4,2,1,2,1.1,8,Information Technology,Male,Tier-1,1
8.16,75.1,90.6,1,1,3,7,5,3,0.5,5,Information Technology,Male,Tier-3,1
6.66,82.3,86.7,0,1,15,4,2,0,0.2,5,Information Technology,Male,Tier-2,1
8.8,74.5,71.2,0,0,8,5,0,6,1.2,3,Electrical,Male,Tier-2,0
9.51,92.1,88.0,0,2,4,2,6,0,3.9,1,Information Technology,Male,Tier-3,1
7.58,79.8,88.4,0,1,11,2,3,4,1.7,3,Electrical,Female,Tier-2,0
7.65,95.1,86.9,0,2,1,6,8,3,0.5,5,Information Technology,Male,Tier-2,1
9.43,94.7,69.6,0,0,9,5,2,2,0.5,2,Chemical,Male,Tier-3,0
9.84,76.9,84.3,0,0,9,1,0,5,0.0,6,Electronics,Female,Tier-3,0
8.96,94.0,90.5,0,0,1,9,1,0,1.1,1,Computer Science,Male,Tier-2,1
8.96,73.9,87.4,0,3,8,7,3,3,0.3,1,Information Technology,Male,Tier-2,1
8.27,81.2,89.0,0,0,2,4,6,4,1.2,3,Mechanical,Male,Tier-3,0
7.82,68.6,72.4,0,0,7,6,7,1,1.4,7,Electrical,Female,Tier-3,0
6.9,85.1,88.9,0,0,13,2,3,1,2.1,3,Computer Science,Male,Tier-3,0
9.74,81.6,91.8,0,1,1,9,2,2,0.8,8,Electronics,Male,Tier-2,1
8.94,84.2,69.1,1,2,6,4,8,1,1.8,2,Electronics,Male,Tier-1,1
8.98,61.7,57.0,0,2,10,2,7,0,1.3,1,Information Technology,Male,Tier-3,1
8.7,54.1,96.3,0,1,12,2,5,5,0.4,7,Information Technology,Female,Tier-3,1
9.42,64.4,69.0,0,4,11,0,8,0,0.1,5,Information Technology,Male,Tier-2,1
9.65,84.0,65.3,0,0,11,10,7,3,0.3,5,Information Technology,Male,Tier-3,1
8.99,86.1,77.8,0,2,10,2,6,2,1.9,4,Electronics,Female,Tier-2,1
7.27,91.6,71.5,0,1,14,6,5,5,0.8,5,Computer Science,Female,Tier-2,1
7.31,73.1,50.0,0,1,14,10,2,3,1.1,8,Electronics,Male,Tier-1,1
8.56,80.5,86.6,0,0,8,8,5,5,1.6,8,Information Technology,Male,Tier-2,1
9.79,69.6,86.3,0,0,11,0,3,3,1.1,8,Electronics,Female,Tier-2,1
9.42,94.4,61.6,1,0,6,3,4,6,1.9,6,Chemical,Female,Tier-1,0
8.89,69.5,74.7,3,0,9,9,6,2,0.1,8,Mechanical,Female,Tier-2,0
8.91,92.1,61.8,0,1,15,6,6,5,2.3,6,Electrical,Male,Tier-2,1
8.69,75.0,63.8,0,0,11,5,8,5,1.7,4,Information Technology,Male,Tier-2,1
7.85,96.9,67.2,0,0,1,3,8,3,2.3,8,Mechanical,Male,Tier-2,0
7.89,80.2,81.9,0,2,9,10,5,5,1.3,4,Electronics,Male,Tier-2,1
8.88,79.9,99.0,0,2,3,2,5,1,0.3,8,Electronics,Female,Tier-2,0
7.6,69.0,69.6,0,3,15,5,1,4,0.1,3,Electronics,Male,Tier-2,1
8.78,99.0,85.9,1,1,2,3,7,3,0.1,5,Computer Science,Male,Tier-3,1
8.23,89.9,85.4,3,1,12,4,2,5,0.7,4,Chemical,Male,Tier-3,0
8.17,84.1,47.3,0,2,8,1,0,0,0.5,7,Mechanical,Female,Tier-1,1
9.47,80.9,57.0,2,1,10,8,3,6,1.1,5,Electronics,Male,Tier-2,0
9.08,70.1,99.0,0,0,5,1,4,0,0.7,5,Electronics,Male,Tier-3,0
8.08,86.1,68.4,0,0,13,3,2,6,0.1,5,Mechanical,Female,Tier-2,1
9.44,77.2,80.9,0,0,1,7,6,1,0.0,2,Electronics,Male,Tier-3,0
9.47,78.7,79.4,0,2,1,6,4,3,0.1,4,Computer Science,Female,Tier-1,1
8.23,88.7,47.3,2,1,2,3,4,6,0.2,6,Computer Science,Male,Tier-3,1
9.26,81.4,66.1,0,1,7,7,5,3,1.3,5,Information Technology,Female,Tier-2,1
9.51,78.2,84.4,0,0,2,10,5,2,0.3,7,Electronics,Female,Tier-3,1
9.67,95.2,62.8,0,0,9,5,8,3,0.1,3,Information Technology,Male,Tier-2,1
9.05,68.2,70.1,3,1,6,7,2,3,1.4,2,Electronics,Male,Tier-3,0
8.36,58.1,59.3,3,1,4,3,7,0,2.8,4,Mechanical,Male,Tier-2,0
9.68,68.4,64.1,0,1,12,4,6,2,0.1,1,Civil,Male,Tier-1,0
7.82,79.8,68.2,0,0,13,3,8,3,3.3,4,Information Technology,Female,Tier-2,1
9.51,86.3,50.8,1,1,14,6,4,5,3.0,2,Mechanical,Female,Tier-3,0
9.79,69.1,90.2,0,3,4,3,6,1,0.7,3,Electrical,Female,Tier-3,0
7.21,99.0,56.9,3,2,3,4,7,6,0.4,7,Computer Science,Male,Tier-3,1
7.74,80.2,72.8,1,0,9,8,8,3,0.1,2,Mechanical,Female,Tier-3,0
8.33,79.8,65.3,0,1,2,7,7,2,1.7,5,Electrical,Male,Tier-1,1
8.0,62.5,89.0,0,0,9,1,1,1,0.9,6,Mechanical,Female,Tier-2,1
9.28,60.7,59.0,0,1,3,6,5,1,1.1,6,Computer Science,Male,Tier-3,1
9.59,56.6,64.8,1,1,4,1,3,1,2.0,2,Information Technology,Male,Tier-1,1
8.21,94.5,57.6,0,0,9,9,3,0,0.6,1,Computer Science,Female,Tier-3,0
8.42,92.5,43.7,2,1,3,2,8,0,0.5,1,Electrical,Male,Tier-2,0
8.9,78.0,81.6,3,1,6,0,6,1,1.4,7,Chemical,Female,Tier-3,0
9.65,63.4,75.4,0,4,12,1,5,5,0.4,8,Electronics,Female,Tier-2,1
9.92,74.7,77.8,0,0,15,2,1,0,0.4,5,Electrical,Male,Tier-3,0
8.4,95.1,85.5,0,0,5,4,0,1,0.5,5,Computer Science,Male,Tier-2,1
9.08,72.0,76.4,1,1,6,5,3,1,1.9,1,Computer Science,Male,Tier-3,1
9.79,67.2,69.2,1,1,5,6,8,4,1.5,6,Electronics,Male,Tier-3,0
8.71,73.4,78.4,3,1,13,4,3,0,0.3,8,Chemical,Female,Tier-1,1
9.5,74.5,68.4,0,3,14,4,1,4,0.2,3,Electronics,Male,Tier-3,0
8.74,86.9,89.5,0,1,11,10,7,5,0.5,7,Chemical,Male,Tier-2,0
7.99,51.5,70.3,0,1,3,7,5,5,1.0,6,Electronics,Male,Tier-2,1
9.87,80.0,73.4,0,2,2,0,0,1,1.1,7,Information Technology,Female,Tier-2,1
9.03,69.6,83.3,0,1,10,8,3,1,0.2,6,Electrical,Male,Tier-2,1
8.3,71.6,99.0,1,0,13,2,4,4,0.3,2,Computer Science,Female,Tier-3,1
8.9,87.1,61.7,0,1,9,10,0,2,2.7,1,Information Technology,Male,Tier-2,1
7.21,62.4,59.2,1,1,4,5,1,1,0.5,5,Electronics,Male,Tier-2,0
9.07,80.2,71.8,0,0,10,3,8,5,0.4,5,Computer Science,Female,Tier-3,1
8.1,83.8,65.3,0,0,12,1,0,5,1.2,8,Electronics,Female,Tier-1,1
9.44,85.0,84.1,0,0,6,5,7,0,0.6,8,Information Technology,Male,Tier-2,1
9.68,86.5,77.6,0,0,9,9,8,3,0.3,3,Electronics,Female,Tier-2,1
9.07,84.9,60.4,1,3,5,7,1,6,0.5,4,Mechanical,Female,Tier-2,0
9.61,86.6,84.7,0,0,7,3,1,5,0.2,5,Computer Science,Female,Tier-2,1
9.63,67.4,99.0,0,0,12,7,6,3,0.3,8,Chemical,Male,Tier-2,0
8.76,94.4,64.6,1,1,14,6,8,3,0.5,3,Electronics,Male,Tier-2,1
8.86,63.8,79.2,5,1,5,0,8,4,0.7,1,Civil,Female,Tier-2,0
9.56,82.4,46.5,0,1,15,4,2,1,1.4,4,Information Technology,Female,Tier-2,1
8.16,69.8,70.2,0,0,12,7,6,5,0.5,1,Information Technology,Male,Tier-3,0
6.92,57.4,79.0,0,2,9,5,5,5,0.8,3,Electrical,Female,Tier-3,0
8.74,71.2,73.2,0,1,2,8,7,2,3.0,7,Computer Science,Female,Tier-1,1
8.23,76.6,76.5,0,1,3,10,7,0,1.7,1,Computer Science,Female,Tier-3,1
9.48,94.6,64.9,1,2,5,6,7,3,0.3,2,Mechanical,Female,Tier-2,1
8.11,99.0,91.4,0,0,2,1,7,6,0.2,3,Electronics,Male,Tier-2,1
8.14,76.4,69.7,0,2,12,0,5,3,1.1,4,Mechanical,Male,Tier-2,0
8.04,61.3,59.0,0,1,14,8,8,0,0.9,7,Electronics,Female,Tier-1,1
9.03,62.3,74.5,1,2,6,4,4,3,0.8,5,Computer Science,Male,Tier-2,1
9.21,87.3,87.0,0,0,10,1,3,4,0.2,1,Mechanical,Male,Tier-3,0
8.06,86.5,82.2,0,3,3,10,6,1,0.5,3,Computer Science,Female,Tier-2,1
9.64,70.7,68.3,0,1,5,3,2,1,1.4,1,Electronics,Male,Tier-3,0
7.56,63.9,98.1,0,1,5,9,7,2,1.3,6,Electronics,Male,Tier-2,1
9.94,89.9,74.0,0,1,10,5,7,4,0.2,3,Computer Science,Male,Tier-1,1
8.25,63.3,52.7,0,3,8,8,4,2,0.6,6,Computer Science,Male,Tier-3,1
9.85,72.7,82.7,0,1,9,7,7,3,0.6,3,Information Technology,Male,Tier-2,1
9.04,83.7,73.2,0,1,4,5,2,5,0.7,6,Electrical,Male,Tier-1,1
7.27,54.0,74.0,0,1,10,3,2,6,0.6,4,Electronics,Female,Tier-2,0
9.26,89.4,86.6,3,0,1,9,3,1,0.7,1,Mechanical,Male,Tier-1,1
8.5,99.0,71.6,0,0,5,4,8,6,1.7,1,Computer Science,Male,Tier-3,1
8.21,79.4,71.2,1,1,4,10,4,2,0.5,7,Computer Science,Female,Tier-2,1
8.13,77.6,58.7,0,0,5,10,5,6,0.8,3,Electronics,Male,Tier-3,1
9.26,78.5,68.1,1,2,11,3,3,2,0.9,2,Civil,Male,Tier-3,0
9.03,80.7,78.2,0,1,14,3,8,4,2.9,5,Computer Science,Female,Tier-1,1
9.71,69.2,67.4,0,1,15,7,3,6,1.1,5,Chemical,Male,Tier-2,0
8.97,64.5,53.3,0,0,9,3,2,5,0.1,2,Electrical,Male,Tier-3,0
7.35,73.8,83.5,0,1,8,10,1,3,0.9,8,Electrical,Female,Tier-2,0
9.38,79.8,84.0,5,2,11,2,2,0,1.1,4,Computer Science,Female,Tier-2,1
7.96,66.0,84.1,0,1,11,1,0,4,0.0,8,Information Technology,Male,Tier-2,1
9.57,61.8,63.0,0,0,11,9,7,4,0.1,7,Civil,Female,Tier-2,0
8.51,72.7,74.7,0,0,8,0,0,3,0.0,6,Mechanical,Female,Tier-3,0
8.73,62.0,78.1,0,1,8,4,5,0,0.0,2,Information Technology,Female,Tier-2,1
8.57,86.1,82.7,0,1,1,3,1,4,0.1,8,Electrical,Male,Tier-1,1
7.91,40.0,83.0,0,0,12,9,2,2,3.2,6,Mechanical,Male,Tier-1,1
9.06,64.0,56.6,0,1,7,8,8,2,0.2,2,Chemical,Male,Tier-1,1
