cgpa,tenth_percentage,twelfth_percentage,backlogs,internships,num_technical_skills,num_soft_skills,num_projects,num_certifications,experience_years,num_programming_languages,department,gender,college_tier,placed,salary_lpa
9.49,85.9,69.7,0,3,11,1,8,1,1.2,8,Electronics,Female,Tier-2,1,20.03
9.54,60.0,66.2,0,0,9,1,0,3,0.2,7,Electronics,Male,Tier-3,0,0.0
7.6,70.3,69.0,0,1,8,5,5,6,0.8,5,Mechanical,Female,Tier-2,1,12.25
9.7,82.9,54.2,1,1,3,2,3,0,0.6,2,Electronics,Female,Tier-3,0,0.0
8.54,76.1,59.2,0,3,11,5,2,2,0.6,2,Information Technology,Male,Tier-2,1,19.63
7.69,83.4,83.6,1,0,2,8,0,2,0.5,7,Electrical,Male,Tier-3,0,0.0
9.23,99.0,95.0,0,0,1,9,4,6,0.2,2,Electronics,Female,Tier-3,0,0.0
8.75,84.1,75.7,0,1,10,0,3,5,0.5,3,Mechanical,Male,Tier-3,0,0.0
9.27,72.6,65.9,0,0,9,2,3,3,0.7,7,Electrical,Female,Tier-2,0,0.0
8.55,70.2,35.0,0,2,5,1,7,5,0.3,2,Computer Science,Female,Tier-3,1,15.85
8.94,68.8,97.2,0,0,8,10,1,0,0.2,4,Electronics,Male,Tier-1,1,18.96
9.46,72.9,57.6,0,1,13,2,3,4,0.2,1,Electronics,Female,Tier-3,0,0.0
9.03,73.4,55.9,1,1,15,1,0,2,0.2,6,Electronics,Female,Tier-2,1,16.45
9.76,79.4,71.1,0,0,4,2,1,5,0.6,6,Electrical,Female,Tier-2,0,0.0
7.92,84.3,74.4,3,1,2,3,2,6,0.2,1,Chemical,Female,Tier-2,0,0.0
8.86,83.2,75.1,0,2,5,6,0,3,1.3,6,Computer Science,Male,Tier-2,1,21.68
9.65,79.6,63.9,0,1,8,1,1,5,0.4,3,Information Technology,Male,Tier-3,1,16.03
9.19,80.4,80.4,1,0,15,1,6,2,2.8,4,Information Technology,Female,Tier-1,1,27.12
8.32,99.0,68.2,2,0,6,1,5,4,0.1,6,Electronics,Male,Tier-3,0,0.0
7.46,69.3,68.5,0,1,8,5,1,6,0.4,3,Information Technology,Male,Tier-3,1,14.58
9.26,77.6,71.4,0,0,11,7,0,1,1.3,1,Information Technology,Female,Tier-1,1,23.18
7.23,56.6,66.2,0,3,3,3,8,5,1.2,6,Electronics,Male,Tier-2,1,17.57
9.92,73.4,58.7,0,1,5,9,0,3,0.5,2,Electronics,Female,Tier-3,0,0.0
7.7,67.2,59.5,0,1,2,2,4,6,2.0,1,Electronics,Female,Tier-2,0,0.0
7.35,69.2,60.6,0,1,12,8,8,0,0.1,1,Computer Science,Female,Tier-3,1,14.89
9.54,63.8,80.9,0,1,15,0,8,6,0.7,8,Electronics,Male,Tier-3,1,15.49
9.57,61.8,80.2,0,2,11,9,5,6,0.2,7,Computer Science,Male,Tier-2,1,23.97
8.56,79.5,71.5,0,1,12,1,2,1,0.5,1,Mechanical,Male,Tier-2,0,0.0
9.55,86.5,72.2,0,0,3,6,1,5,1.2,3,Mechanical,Male,Tier-3,0,0.0
8.19,68.7,90.2,1,1,7,2,2,0,0.1,5,Information Technology,Female,Tier-3,1,13.86
9.63,53.7,81.7,0,1,1,8,0,6,0.0,3,Computer Science,Male,Tier-3,1,14.79
7.55,79.3,95.3,0,1,8,0,2,4,0.5,5,Civil,Male,Tier-3,0,0.0
7.74,83.6,67.5,0,3,5,8,1,6,0.3,3,Civil,Female,Tier-1,0,0.0
9.15,86.1,59.9,0,1,2,5,7,0,1.3,7,Chemical,Female,Tier-3,0,0.0
8.87,65.7,88.0,0,0,3,0,6,2,0.1,6,Electronics,Male,Tier-3,1,11.74
8.65,70.7,74.7,0,1,13,8,0,4,3.4,7,Information Technology,Female,Tier-3,1,17.49
6.46,64.7,64.6,0,2,4,8,0,6,1.0,6,Information Technology,Male,Tier-2,1,16.96
8.39,69.1,81.4,0,3,2,9,4,1,0.7,6,Computer Science,Male,Tier-3,1,16.69
8.22,68.5,65.8,2,3,10,10,3,6,0.5,1,Information Technology,Male,Tier-3,1,15.1
8.61,71.9,84.0,3,0,13,4,7,2,1.4,2,Computer Science,Female,Tier-1,1,26.04
7.63,75.0,81.3,0,1,5,6,7,5,0.4,7,Electrical,Female,Tier-3,1,9.36
6.78,79.4,72.1,0,0,7,2,2,2,1.5,4,Information Technology,Female,Tier-2,0,0.0
8.6,67.9,53.1,0,0,13,7,4,4,1.2,8,Electronics,Male,Tier-1,1,21.81
8.35,76.3,63.0,0,0,9,2,6,6,0.8,5,Computer Science,Female,Tier-1,1,26.31
8.51,67.1,94.7,0,0,1,9,7,0,2.2,3,Information Technology,Male,Tier-2,1,18.5
7.75,56.9,97.7,0,0,10,6,2,5,0.4,6,Computer Science,Male,Tier-3,1,16.2
8.74,84.5,99.0,0,0,13,3,7,0,0.1,2,Electrical,Female,Tier-2,1,11.46
8.3,70.0,80.2,0,0,6,4,8,1,0.5,4,Computer Science,Female,Tier-3,0,0.0
8.86,57.2,60.8,0,0,6,6,2,4,2.1,2,Civil,Male,Tier-3,0,0.0
8.13,84.7,92.4,0,1,1,1,1,1,0.1,6,Information Technology,Male,Tier-1,1,21.85
9.68,75.0,71.6,0,0,2,3,1,6,1.4,7,Computer Science,Male,Tier-3,0,0.0
8.92,83.4,66.1,0,1,11,6,4,3,1.7,8,Computer Science,Male,Tier-1,1,30.32
7.53,83.0,79.4,0,0,15,2,0,4,0.6,7,Information Technology,Female,Tier-2,1,17.85
9.54,64.9,99.0,0,2,8,3,5,3,0.2,5,Computer Science,Male,Tier-1,1,29.42
8.41,89.2,73.6,0,0,6,9,6,1,0.4,5,Information Technology,Female,Tier-3,0,0.0
8.75,56.0,75.2,1,0,13,7,4,3,0.5,7,Computer Science,Male,Tier-2,1,21.09
8.53,73.2,55.1,0,1,1,2,7,3,2.7,7,Computer Science,Female,Tier-3,1,16.92
8.76,72.4,76.4,0,2,10,8,5,2,0.3,4,Information Technology,Male,Tier-1,1,27.2
9.6,68.7,83.7,0,0,13,4,0,2,3.6,4,Electronics,Female,Tier-2,1,17.76
8.57,92.7,73.9,0,0,10,1,8,1,0.1,6,Information Technology,Male,Tier-3,1,15.65
9.63,81.6,74.8,0,3,11,7,4,1,3.7,6,Computer Science,Male,Tier-3,1,22.49
9.06,61.1,77.9,0,0,6,9,4,0,0.3,5,Computer Science,Female,Tier-3,1,16.72
9.52,62.8,61.4,0,0,10,7,0,5,0.2,5,Electrical,Female,Tier-1,1,15.74
8.65,99.0,45.4,0,2,15,0,4,3,0.1,1,Electronics,Male,Tier-2,1,16.34
8.22,72.3,73.7,0,2,7,8,2,6,0.4,4,Civil,Female,Tier-3,0,0.0
8.14,68.4,72.1,0,0,2,1,2,5,1.0,4,Computer Science,Male,Tier-1,1,22.29
8.41,91.9,82.4,0,3,11,3,7,0,1.1,7,Computer Science,Female,Tier-2,1,24.5
9.29,56.7,99.0,0,1,4,5,8,0,0.5,5,Civil,Female,Tier-1,1,14.91
7.95,94.6,91.8,0,0,7,8,5,4,0.3,8,Information Technology,Female,Tier-3,1,15.39
8.35,68.4,48.3,0,1,13,0,2,0,5.0,7,Information Technology,Male,Tier-3,1,17.6
8.83,84.2,99.0,2,1,11,8,7,0,0.3,3,Computer Science,Male,Tier-2,1,21.19
8.78,72.3,83.6,2,1,15,7,2,3,0.5,8,Computer Science,Female,Tier-2,1,21.3
8.79,59.1,71.6,0,4,6,6,6,0,0.7,1,Civil,Female,Tier-3,0,0.0
8.8,80.1,94.2,1,0,11,1,1,3,1.3,3,Computer Science,Male,Tier-1,1,25.18
8.02,89.4,41.8,0,1,8,6,5,5,0.2,7,Electronics,Male,Tier-3,1,12.75
9.89,49.8,67.9,0,1,14,1,7,3,0.3,5,Information Technology,Female,Tier-1,1,27.84
8.32,64.1,77.6,0,0,13,8,2,0,5.0,1,Information Technology,Female,Tier-2,1,19.63
8.67,92.9,75.9,0,1,6,3,8,3,1.7,1,Civil,Male,Tier-2,0,0.0
8.32,82.8,94.7,1,1,2,1,8,1,0.6,5,Electrical,Female,Tier-1,1,14.0
9.05,83.6,90.3,1,2,1,4,2,1,0.1,6,Computer Science,Male,Tier-1,1,26.64
9.68,89.2,83.9,0,2,5,8,2,3,2.0,8,Computer Science,Male,Tier-2,1,23.65
8.72,83.6,71.4,1,1,11,3,4,6,1.5,8,Information Technology,Female,Tier-2,1,21.81
9.88,79.8,87.5,0,0,10,4,8,5,0.9,2,Electronics,Male,Tier-3,1,14.89
9.29,91.4,67.2,0,1,14,7,0,5,0.5,2,Computer Science,Male,Tier-3,1,17.45
8.19,73.3,85.0,0,0,12,2,0,1,2.7,4,Electronics,Female,Tier-2,1,16.29
8.87,77.8,65.5,0,0,10,5,0,4,0.4,5,Chemical,Female,Tier-3,0,0.0
9.53,87.9,78.8,0,1,9,0,3,5,0.4,6,Information Technology,Male,Tier-2,1,19.93
8.16,68.8,56.1,4,1,2,2,6,2,2.1,5,Electrical,Male,Tier-2,0,0.0
9.14,95.1,88.5,0,1,7,7,1,1,1.0,6,Civil,Female,Tier-1,1,14.64
7.51,81.5,69.2,0,3,9,9,2,0,3.0,3,Electronics,Male,Tier-2,0,0.0
8.03,64.2,57.2,0,0,4,9,3,1,1.0,5,Mechanical,Male,Tier-2,0,0.0
9.03,75.7,62.5,0,0,4,5,0,4,0.0,2,Computer Science,Male,Tier-2,1,18.04
7.74,61.4,71.0,0,1,10,9,1,4,0.2,6,Computer Science,Female,Tier-2,1,19.49
6.84,79.0,63.1,0,1,5,3,1,4,0.3,5,Computer Science,Male,Tier-3,0,0.0
8.78,73.5,84.4,0,0,13,7,5,5,2.0,3,Computer Science,Female,Tier-2,1,22.43
9.17,67.6,71.4,1,0,13,2,3,5,1.8,4,Mechanical,Male,Tier-1,1,16.72
9.01,56.6,87.2,0,0,14,1,6,1,1.6,6,Electrical,Male,Tier-1,1,17.47
9.39,68.5,71.3,0,2,6,9,7,6,0.8,1,Chemical,Female,Tier-2,1,11.03
9.08,75.8,84.3,0,2,12,7,1,2,0.1,6,Electronics,Female,Tier-2,1,17.28
7.88,73.5,75.1,0,0,7,3,1,0,0.1,4,Computer Science,Female,Tier-2,0,0.0
9.68,61.0,71.6,0,0,9,8,4,2,0.1,3,Computer Science,Male,Tier-2,1,22.07
9.67,78.3,61.5,0,0,6,10,3,5,1.9,5,Chemical,Female,Tier-2,0,0.0
8.06,66.2,75.9,0,0,14,2,1,5,0.2,8,Civil,Male,Tier-1,1,14.69
9.8,89.1,84.6,0,0,3,8,8,1,1.7,2,Electronics,Female,Tier-1,1,21.76
7.79,90.8,66.1,0,0,2,9,8,2,1.9,8,Computer Science,Male,Tier-2,1,20.82
8.67,74.9,74.8,1,1,6,5,3,3,0.1,8,Electronics,Female,Tier-3,1,12.56
7.97,96.9,67.8,0,0,14,4,1,0,2.3,8,Civil,Male,Tier-3,0,0.0
7.94,76.3,99.0,0,1,9,1,2,3,2.3,6,Electronics,Male,Tier-2,1,18.0
9.17,62.4,79.1,0,0,3,10,7,3,1.0,5,Chemical,Female,Tier-2,0,0.0
6.79,92.2,76.2,1,2,4,5,7,2,0.7,8,Computer Science,Male,Tier-2,1,19.85
8.05,97.4,68.7,0,3,3,3,6,3,1.0,7,Chemical,Male,Tier-1,1,15.34
9.71,89.9,86.5,0,1,7,4,3,0,0.5,6,Electronics,Female,Tier-3,0,0.0
8.03,68.8,75.0,0,0,4,10,0,3,0.9,7,Electronics,Male,Tier-1,1,19.46
9.17,63.2,74.2,0,0,12,5,8,1,3.5,1,Information Technology,Male,Tier-3,1,16.79
8.95,73.8,74.0,0,0,14,6,6,0,0.1,2,Computer Science,Male,Tier-2,1,21.24
9.32,99.0,60.6,0,0,6,3,0,6,0.3,4,Civil,Male,Tier-3,0,0.0
8.36,63.9,94.4,1,1,6,10,4,6,0.7,6,Information Technology,Male,Tier-2,1,18.86
9.47,87.8,87.0,3,1,9,7,2,6,0.3,3,Information Technology,Male,Tier-3,1,14.95
9.15,76.9,75.1,0,0,5,4,1,1,4.9,4,Electronics,Male,Tier-3,0,0.0
9.41,89.3,73.7,0,1,7,6,2,1,1.3,7,Computer Science,Male,Tier-3,1,17.02
8.76,62.9,63.5,0,0,13,5,5,6,0.6,7,Computer Science,Female,Tier-1,1,29.49
8.59,75.0,55.8,0,0,1,10,6,5,2.3,1,Computer Science,Male,Tier-1,1,25.1
9.07,67.2,63.5,0,1,8,10,8,6,0.2,7,Mechanical,Female,Tier-3,0,0.0
9.6,67.9,89.9,0,0,2,4,6,4,0.3,6,Computer Science,Male,Tier-2,1,20.9
8.22,86.8,70.0,0,1,4,6,0,4,3.1,1,Electronics,Female,Tier-3,0,0.0
9.1,64.6,89.1,0,3,10,10,6,1,0.8,5,Computer Science,Male,Tier-2,1,24.78
7.85,81.5,74.6,0,2,7,3,0,5,2.5,8,Information Technology,Male,Tier-3,1,16.88
7.61,78.7,63.7,2,0,12,6,7,3,4.1,5,Computer Science,Male,Tier-3,0,0.0
9.78,66.6,65.5,4,1,6,2,1,1,0.4,6,Information Technology,Male,Tier-2,1,17.49
9.48,69.1,78.2,0,1,4,7,1,1,0.9,7,Computer Science,Female,Tier-3,1,16.7
9.3,82.0,53.9,0,4,8,9,0,4,1.9,5,Electronics,Male,Tier-1,1,24.46
9.31,77.7,65.0,0,3,14,3,8,2,0.3,1,Civil,Male,Tier-3,0,0.0
9.43,78.5,69.1,0,0,13,3,7,2,0.6,2,Electrical,Male,Tier-3,0,0.0
8.08,75.2,85.7,1,2,15,0,8,5,0.2,6,Electrical,Female,Tier-2,1,14.12
8.07,74.4,78.7,0,0,13,7,7,6,1.1,4,Computer Science,Female,Tier-2,1,21.99
9.52,77.7,77.4,0,0,12,4,3,5,0.0,4,Electronics,Female,Tier-2,1,16.58
7.16,95.3,81.0,0,0,7,8,8,2,0.6,8,Computer Science,Female,Tier-1,1,25.6
9.02,84.3,88.4,0,0,15,2,7,1,2.6,3,Information Technology,Female,Tier-2,1,19.58
9.9,76.4,75.7,0,2,6,4,0,1,2.3,3,Computer Science,Female,Tier-1,1,28.56
8.8,65.0,61.6,0,0,5,3,4,6,1.6,8,Computer Science,Male,Tier-2,1,21.12
8.49,73.0,77.4,0,2,5,10,8,3,0.2,7,Electrical,Male,Tier-2,1,13.46
9.67,67.0,64.1,0,4,14,6,7,5,0.7,2,Civil,Male,Tier-3,0,0.0
9.8,68.4,48.1,0,2,11,9,0,6,1.3,5,Electronics,Male,Tier-1,1,23.87
6.33,55.6,77.5,0,0,15,4,5,4,0.1,5,Information Technology,Male,Tier-2,1,17.01
8.57,77.9,81.7,0,1,7,1,5,5,0.2,2,Information Technology,Male,Tier-2,1,18.18
9.66,99.0,79.5,0,1,11,5,1,1,0.0,7,Computer Science,Male,Tier-3,1,16.97
7.38,80.4,81.6,0,1,6,3,1,0,0.4,4,Chemical,Male,Tier-3,0,0.0
7.62,86.7,89.5,0,0,4,5,0,5,2.1,5,Information Technology,Male,Tier-1,1,22.9
8.82,89.5,62.4,0,1,7,0,5,0,0.7,4,Computer Science,Female,Tier-2,1,19.96
6.93,74.6,70.0,1,1,5,10,8,6,1.9,1,Electronics,Male,Tier-3,0,0.0
9.75,75.4,58.3,0,1,7,0,7,4,0.1,6,Mechanical,Female,Tier-2,0,0.0
8.04,61.2,80.8,0,3,7,3,4,6,0.1,3,Chemical,Male,Tier-2,0,0.0
7.34,80.4,91.0,1,0,11,6,7,0,1.6,5,Mechanical,Male,Tier-3,0,0.0
8.58,78.7,67.9,0,0,2,10,1,0,0.7,3,Computer Science,Male,Tier-1,1,24.26
8.61,67.7,84.4,0,1,12,6,5,4,0.6,2,Information Technology,Male,Tier-2,1,19.95
8.65,91.8,65.0,0,0,4,0,1,5,0.6,6,Information Technology,Male,Tier-2,0,0.0
8.67,68.7,83.4,0,0,15,4,7,1,0.5,7,Computer Science,Male,Tier-3,1,16.3
8.62,99.0,46.0,0,0,10,5,1,1,2.2,1,Information Technology,Male,Tier-3,0,0.0
7.34,82.8,94.8,1,2,4,4,4,3,0.7,5,Civil,Female,Tier-2,0,0.0
9.57,77.7,60.8,0,2,13,6,6,1,3.6,5,Information Technology,Female,Tier-3,1,19.04
7.77,99.0,77.2,5,0,7,5,6,6,1.9,4,Civil,Female,Tier-3,0,0.0
8.21,50.6,93.3,0,0,8,4,3,0,1.3,8,Mechanical,Male,Tier-2,0,0.0
8.1,74.6,59.8,0,0,11,4,7,6,1.0,3,Mechanical,Male,Tier-2,0,0.0
9.06,72.8,97.9,0,1,1,8,6,0,1.8,7,Information Technology,Male,Tier-2,1,20.34
7.98,75.8,99.0,0,1,7,2,4,3,2.1,1,Computer Science,Male,Tier-2,1,19.59
9.3,80.7,84.0,0,0,11,8,3,4,0.1,6,Electrical,Female,Tier-1,1,17.98
9.19,75.5,75.2,0,1,6,10,1,6,0.4,4,Mechanical,Male,Tier-2,0,0.0
9.35,94.8,72.6,1,0,10,1,1,0,1.6,6,Computer Science,Male,Tier-3,1,16.35
8.17,83.2,82.5,0,3,1,9,3,1,0.3,1,Computer Science,Female,Tier-3,1,15.47
8.48,83.8,84.7,0,2,14,6,7,1,0.9,7,Mechanical,Female,Tier-2,1,17.21
7.63,83.5,48.8,1,3,14,5,5,6,1.5,1,Information Technology,Female,Tier-3,1,15.89
8.62,62.5,71.3,0,0,8,7,8,6,0.3,2,Computer Science,Male,Tier-2,1,20.24
9.56,80.4,67.4,0,1,5,8,1,6,0.5,2,Computer Science,Female,Tier-3,1,16.8
8.52,80.8,65.5,0,0,13,5,6,1,2.5,8,Information Technology,Male,Tier-2,1,20.33
9.0,64.5,65.8,0,1,7,1,0,0,0.4,4,Mechanical,Female,Tier-3,0,0.0
6.95,88.6,58.2,1,0,8,9,1,2,0.9,4,Computer Science,Female,Tier-3,1,13.64
9.52,53.6,95.1,2,1,7,3,8,0,0.6,8,Mechanical,Male,Tier-3,0,0.0
9.52,99.0,67.4,0,1,11,2,7,0,2.1,6,Computer Science,Male,Tier-2,1,23.7
8.17,77.5,73.1,0,1,15,2,8,2,0.6,4,Civil,Male,Tier-1,1,16.38
9.61,67.7,70.9,0,2,12,4,6,2,0.4,1,Electrical,Female,Tier-3,0,0.0
8.42,85.4,67.9,0,1,14,9,8,1,0.2,5,Electronics,Female,Tier-3,1,13.82
9.87,85.5,80.4,0,0,12,0,3,6,0.4,2,Mechanical,Male,Tier-3,0,0.0
8.63,99.0,70.9,0,1,10,8,2,1,1.1,6,Information Technology,Female,Tier-2,1,19.53
8.53,99.0,82.9,0,3,12,3,3,1,0.2,6,Electrical,Male,Tier-2,1,13.3
8.94,62.0,95.4,2,1,13,6,4,0,1.2,6,Information Technology,Male,Tier-1,1,25.8
8.54,74.8,60.7,0,1,1,6,3,5,0.0,7,Electronics,Female,Tier-1,1,19.83
7.5,67.1,79.2,0,3,6,6,3,4,0.5,5,Information Technology,Male,Tier-2,1,19.58
8.77,86.9,78.8,1,1,11,10,6,5,0.6,3,Computer Science,Female,Tier-1,1,28.46
8.15,95.0,59.7,0,4,15,4,3,6,0.1,2,Computer Science,Male,Tier-3,1,18.2
7.79,62.2,83.4,0,0,11,3,3,3,1.2,6,Electronics,Female,Tier-3,0,0.0
8.57,77.2,71.6,0,1,11,3,8,4,0.1,8,Computer Science,Male,Tier-2,1,22.78
9.2,70.4,95.5,3,0,12,4,8,2,0.1,3,Information Technology,Male,Tier-3,0,0.0
9.92,88.1,88.0,0,1,1,5,4,0,0.5,3,Information Technology,Female,Tier-3,1,15.69
8.96,82.9,75.0,0,0,4,9,8,5,1.3,7,Electronics,Female,Tier-3,0,0.0
7.64,92.1,72.2,0,0,4,6,1,0,3.3,4,Information Technology,Female,Tier-1,1,22.55
9.66,72.9,97.5,0,0,8,4,4,3,1.5,6,Information Technology,Male,Tier-3,0,0.0
8.91,76.6,67.5,0,0,6,8,6,6,0.6,1,Information Technology,Female,Tier-2,1,17.04
7.26,82.7,78.4,0,0,13,8,7,4,0.3,5,Electrical,Female,Tier-3,1,10.51
9.23,74.7,74.2,0,2,14,0,4,2,0.4,7,Computer Science,Male,Tier-1,1,29.83
7.89,81.6,90.5,0,0,7,4,8,3,0.3,8,Computer Science,Male,Tier-2,1,20.87
9.62,93.2,91.5,0,1,13,1,2,0,0.3,8,Electrical,Female,Tier-2,1,13.29
9.16,99.0,82.1,0,0,14,3,7,3,0.1,7,Information Technology,Male,Tier-2,1,20.93
7.2,72.1,68.1,0,0,14,10,8,1,0.2,7,Information Technology,Female,Tier-2,0,0.0
8.59,99.0,73.0,1,2,12,6,6,4,0.1,6,Information Technology,Male,Tier-2,1,21.98
8.77,72.0,59.0,1,2,14,9,4,2,0.0,3,Computer Science,Male,Tier-1,1,27.7
9.32,88.4,78.2,0,2,10,5,8,1,0.3,6,Civil,Male,Tier-1,1,17.82
7.97,72.1,64.5,0,1,7,6,7,4,0.4,4,Computer Science,Female,Tier-1,1,27.16
8.37,65.6,99.0,0,0,7,2,7,1,2.6,1,Mechanical,Female,Tier-2,0,0.0
9.19,92.7,67.9,3,0,10,4,5,3,5.0,2,Computer Science,Female,Tier-2,1,22.41
9.8,77.4,88.3,1,1,2,5,1,2,0.9,3,Mechanical,Male,Tier-3,0,0.0
9.38,93.4,94.9,0,2,6,10,3,5,2.3,6,Chemical,Male,Tier-3,0,0.0
9.38,87.0,85.8,2,2,8,5,0,3,1.0,4,Electronics,Female,Tier-3,0,0.0
9.31,82.9,68.4,1,0,8,5,4,3,0.7,8,Information Technology,Male,Tier-2,0,0.0
8.54,84.6,67.5,1,0,4,8,0,6,0.0,6,Information Technology,Male,Tier-3,0,0.0
9.21,91.1,99.0,0,0,7,5,5,4,0.0,6,Information Technology,Male,Tier-2,1,19.72
8.43,89.1,99.0,1,1,9,1,7,2,0.0,6,Computer Science,Female,Tier-3,1,16.9
9.09,73.1,78.9,1,0,8,8,0,2,0.2,6,Civil,Female,Tier-2,0,0.0
8.54,83.1,70.6,0,1,2,3,5,3,0.1,4,Information Technology,Female,Tier-3,1,13.75
9.14,96.0,63.7,3,2,13,6,3,6,0.2,4,Mechanical,Male,Tier-3,0,0.0
8.48,78.5,66.9,0,1,11,5,8,2,0.7,2,Information Technology,Male,Tier-3,1,16.25
7.88,72.1,84.2,0,0,8,8,7,0,0.7,1,Information Technology,Male,Tier-2,1,18.0
7.93,70.5,99.0,0,0,3,9,3,6,0.4,8,Electrical,Male,Tier-3,1,10.35
7.06,88.2,73.5,0,1,4,2,1,2,1.1,8,Information Technology,Male,Tier-1,1,21.9
8.16,75.1,90.6,1,1,3,7,5,3,0.5,5,Information Technology,Male,Tier-3,1,13.79
6.66,82.3,86.7,0,1,15,4,2,0,0.2,5,Information Technology,Male,Tier-2,1,17.34
8.8,74.5,71.2,0,0,8,5,0,6,1.2,3,Electrical,Male,Tier-2,0,0.0
9.51,92.1,88.0,0,2,4,2,6,0,3.9,1,Information Technology,Male,Tier-3,1,17.3
7.58,79.8,88.4,0,1,11,2,3,4,1.7,3,Electrical,Female,Tier-2,0,0.0
7.65,95.1,86.9,0,2,1,6,8,3,0.5,5,Information Technology,Male,Tier-2,1,19.29
9.43,94.7,69.6,0,0,9,5,2,2,0.5,2,Chemical,Male,Tier-3,0,0.0
9.84,76.9,84.3,0,0,9,1,0,5,0.0,6,Electronics,Female,Tier-3,0,0.0
8.96,94.0,90.5,0,0,1,9,1,0,1.1,1,Computer Science,Male,Tier-2,1,19.44
8.96,73.9,87.4,0,3,8,7,3,3,0.3,1,Information Technology,Male,Tier-2,1,19.3
8.27,81.2,89.0,0,0,2,4,6,4,1.2,3,Mechanical,Male,Tier-3,0,0.0
7.82,68.6,72.4,0,0,7,6,7,1,1.4,7,Electrical,Female,Tier-3,0,0.0
6.9,85.1,88.9,0,0,13,2,3,1,2.1,3,Computer Science,Male,Tier-3,0,0.0
9.74,81.6,91.8,0,1,1,9,2,2,0.8,8,Electronics,Male,Tier-2,1,17.82
8.94,84.2,69.1,1,2,6,4,8,1,1.8,2,Electronics,Male,Tier-1,1,23.08
8.98,61.7,57.0,0,2,10,2,7,0,1.3,1,Information Technology,Male,Tier-3,1,15.85
8.7,54.1,96.3,0,1,12,2,5,5,0.4,7,Information Technology,Female,Tier-3,1,16.41
9.42,64.4,69.0,0,4,11,0,8,0,0.1,5,Information Technology,Male,Tier-2,1,22.58
9.65,84.0,65.3,0,0,11,10,7,3,0.3,5,Information Technology,Male,Tier-3,1,16.85
8.99,86.1,77.8,0,2,10,2,6,2,1.9,4,Electronics,Female,Tier-2,1,19.23
7.27,91.6,71.5,0,1,14,6,5,5,0.8,5,Computer Science,Female,Tier-2,1,21.76
7.31,73.1,50.0,0,1,14,10,2,3,1.1,8,Electronics,Male,Tier-1,1,20.91
8.56,80.5,86.6,0,0,8,8,5,5,1.6,8,Information Technology,Male,Tier-2,1,21.04
9.79,69.6,86.3,0,0,11,0,3,3,1.1,8,Electronics,Female,Tier-2,1,16.79
9.42,94.4,61.6,1,0,6,3,4,6,1.9,6,Chemical,Female,Tier-1,0,0.0
8.89,69.5,74.7,3,0,9,9,6,2,0.1,8,Mechanical,Female,Tier-2,0,0.0
8.91,92.1,61.8,0,1,15,6,6,5,2.3,6,Electrical,Male,Tier-2,1,14.97
8.69,75.0,63.8,0,0,11,5,8,5,1.7,4,Information Technology,Male,Tier-2,1,19.75
7.85,96.9,67.2,0,0,1,3,8,3,2.3,8,Mechanical,Male,Tier-2,0,0.0
7.89,80.2,81.9,0,2,9,10,5,5,1.3,4,Electronics,Male,Tier-2,1,17.51
8.88,79.9,99.0,0,2,3,2,5,1,0.3,8,Electronics,Female,Tier-2,0,0.0
7.6,69.0,69.6,0,3,15,5,1,4,0.1,3,Electronics,Male,Tier-2,1,16.32
8.78,99.0,85.9,1,1,2,3,7,3,0.1,5,Computer Science,Male,Tier-3,1,16.72
8.23,89.9,85.4,3,1,12,4,2,5,0.7,4,Chemical,Male,Tier-3,0,0.0
8.17,84.1,47.3,0,2,8,1,0,0,0.5,7,Mechanical,Female,Tier-1,1,16.0
9.47,80.9,57.0,2,1,10,8,3,6,1.1,5,Electronics,Male,Tier-2,0,0.0
9.08,70.1,99.0,0,0,5,1,4,0,0.7,5,Electronics,Male,Tier-3,0,0.0
8.08,86.1,68.4,0,0,13,3,2,6,0.1,5,Mechanical,Female,Tier-2,1,12.71
9.44,77.2,80.9,0,0,1,7,6,1,0.0,2,Electronics,Male,Tier-3,0,0.0
9.47,78.7,79.4,0,2,1,6,4,3,0.1,4,Computer Science,Female,Tier-1,1,27.24
8.23,88.7,47.3,2,1,2,3,4,6,0.2,6,Computer Science,Male,Tier-3,1,14.95
9.26,81.4,66.1,0,1,7,7,5,3,1.3,5,Information Technology,Female,Tier-2,1,20.52
9.51,78.2,84.4,0,0,2,10,5,2,0.3,7,Electronics,Female,Tier-3,1,12.74
9.67,95.2,62.8,0,0,9,5,8,3,0.1,3,Information Technology,Male,Tier-2,1,19.95
9.05,68.2,70.1,3,1,6,7,2,3,1.4,2,Electronics,Male,Tier-3,0,0.0
8.36,58.1,59.3,3,1,4,3,7,0,2.8,4,Mechanical,Male,Tier-2,0,0.0
9.68,68.4,64.1,0,1,12,4,6,2,0.1,1,Civil,Male,Tier-1,0,0.0
7.82,79.8,68.2,0,0,13,3,8,3,3.3,4,Information Technology,Female,Tier-2,1,21.22
9.51,86.3,50.8,1,1,14,6,4,5,3.0,2,Mechanical,Female,Tier-3,0,0.0
9.79,69.1,90.2,0,3,4,3,6,1,0.7,3,Electrical,Female,Tier-3,0,0.0
7.21,99.0,56.9,3,2,3,4,7,6,0.4,7,Computer Science,Male,Tier-3,1,16.69
7.74,80.2,72.8,1,0,9,8,8,3,0.1,2,Mechanical,Female,Tier-3,0,0.0
